Passenger_ID,Gender,Customer_Type,Age,Travel_Type,Travel_Class,Flight_Distance,Inflight_WiFi,Dep_Arr_Time_Convenient,Online_Booking,Gate_Location,Food_Drink,Online_Boarding,Seat_Comfort,Inflight_Entertainment,Onboard_Service,Leg_Room,Baggage_Handling,CheckIn_Service,Inflight_Service,Cleanliness,Departure_Delay_Minutes,Arrival_Delay_Minutes,Overall_Satisfaction,Departure_Delay,Arrival_Delay,Avg_Sat_Score,Customer_Sat
106724,Female,Loyal ,39,Business ,Business,3654,1,1,1,1,5,4,5,4,4,4,4,4,4,4,23,21,satisfied,Yes,Yes,3.29,Neutral
30165,Male,Loyal ,18,Personal ,Eco,82,4,1,4,4,4,4,4,4,1,4,3,4,4,4,0,0,neutral or dissatisfied,No,No,3.50,Neutral
80328,Male,Loyal ,10,Personal ,Eco,746,2,5,2,4,2,4,4,5,5,4,4,4,3,4,199,185,neutral or dissatisfied,Yes,Yes,3.71,Neutral
50169,Male,Loyal ,39,Business ,Business,2024,4,4,4,4,5,3,4,4,4,4,4,4,4,3,0,0,neutral or dissatisfied,No,No,3.93,Neutral
79648,Male,Loyal ,67,Business ,Eco,360,3,5,5,5,3,3,3,3,3,2,4,4,3,3,0,0,neutral or dissatisfied,No,No,3.50,Neutral
64420,Female,Loyal ,42,Personal ,Business,989,2,4,2,4,5,4,4,3,3,2,3,4,3,4,0,0,neutral or dissatisfied,No,No,3.36,Neutral
90821,Female,Disloyal ,22,Business ,Eco,581,4,0,4,3,2,4,2,2,4,5,5,3,4,2,0,0,satisfied,No,No,3.14,Neutral
81139,Female,Loyal ,47,Business ,Business,1631,5,5,5,5,3,4,5,4,4,5,4,3,4,4,0,0,satisfied,No,No,4.29,Satisfied
72257,Female,Loyal ,41,Business ,Business,3149,2,3,3,3,3,2,3,2,2,2,2,4,2,1,0,0,neutral or dissatisfied,No,No,2.43,Neutral
129519,Female,Disloyal ,26,Business ,Business,2583,1,3,1,4,3,1,2,3,1,1,2,1,4,3,0,1,neutral or dissatisfied,No,Yes,2.14,Neutral
82003,Male,Loyal ,53,Business ,Business,1589,4,4,4,4,1,1,2,4,4,4,4,2,4,1,10,0,neutral or dissatisfied,Yes,No,3.07,Neutral
44471,Female,Loyal ,51,Personal ,Eco,196,1,5,1,3,2,5,5,4,4,1,4,5,4,4,0,0,neutral or dissatisfied,No,No,3.43,Neutral
119562,Female,Loyal ,49,Personal ,Eco,759,1,4,1,1,2,4,4,1,1,1,5,5,1,5,0,0,neutral or dissatisfied,No,No,2.57,Neutral
25543,Male,Loyal ,28,Personal ,Eco,547,3,4,3,4,5,3,2,5,2,5,4,1,3,5,3,3,neutral or dissatisfied,Yes,Yes,3.50,Neutral
23019,Female,Loyal ,28,Business ,Eco Plus,528,0,0,0,1,2,0,2,2,2,2,5,1,1,2,0,0,satisfied,No,No,1.43,Dissatisfied
9882,Male,Loyal ,27,Business ,Business,2402,4,4,3,4,5,4,5,5,5,4,5,3,5,5,0,0,satisfied,No,No,4.36,Satisfied
22072,Female,Loyal ,39,Personal ,Eco,304,5,5,5,1,2,5,2,2,4,3,4,4,5,2,0,0,satisfied,No,No,3.50,Neutral
116977,Male,Disloyal ,24,Business ,Business,338,0,5,0,5,3,0,3,3,5,3,5,4,4,3,22,46,satisfied,Yes,Yes,3.07,Neutral
29612,Female,Loyal ,41,Business ,Eco,1448,3,2,2,2,3,3,3,3,2,3,4,1,3,3,0,0,neutral or dissatisfied,No,No,2.64,Neutral
121878,Female,Loyal ,35,Business ,Business,366,2,2,2,2,3,3,3,5,5,5,5,1,5,1,0,0,satisfied,No,No,3.14,Neutral
52376,Male,Loyal ,47,Personal ,Eco,651,2,5,3,1,5,3,5,5,5,4,1,4,3,5,0,0,neutral or dissatisfied,No,No,3.64,Neutral
22772,Female,Loyal ,33,Business ,Eco,134,4,1,4,1,4,4,4,4,1,5,2,2,4,4,0,14,satisfied,No,Yes,3.14,Neutral
72431,Female,Disloyal ,27,Business ,Business,1121,2,1,1,1,3,1,3,3,5,5,5,4,4,3,1,0,neutral or dissatisfied,Yes,No,2.93,Neutral
19832,Female,Loyal ,31,Personal ,Eco,594,2,3,2,3,1,2,1,1,1,4,3,5,4,1,72,54,neutral or dissatisfied,Yes,Yes,2.36,Neutral
35009,Male,Loyal ,24,Business ,Eco Plus,1182,4,1,5,1,4,4,5,4,5,1,5,4,3,4,0,0,satisfied,No,No,3.57,Neutral
94910,Male,Loyal ,61,Business ,Business,277,1,1,1,1,2,5,1,5,5,5,5,3,5,5,0,1,satisfied,No,Yes,3.21,Neutral
75842,Female,Loyal ,59,Business ,Business,1440,1,1,4,1,4,5,5,4,4,4,4,4,4,4,51,29,satisfied,Yes,Yes,3.50,Neutral
119542,Female,Loyal ,44,Personal ,Eco,899,2,5,2,4,2,5,5,4,4,2,4,3,4,3,1,11,neutral or dissatisfied,Yes,Yes,3.50,Neutral
99642,Female,Loyal ,29,Business ,Business,1670,4,4,4,4,4,4,4,4,5,3,4,3,4,4,0,10,satisfied,No,Yes,3.93,Neutral
92143,Male,Loyal ,52,Business ,Eco Plus,1532,2,3,4,3,2,2,2,2,3,4,3,1,4,2,0,0,neutral or dissatisfied,No,No,2.64,Neutral
10416,Male,Loyal ,37,Business ,Business,3540,2,2,2,2,3,4,4,3,3,4,3,4,3,4,0,0,satisfied,No,No,3.07,Neutral
20269,Female,Loyal ,41,Business ,Business,3820,1,1,1,1,1,3,3,5,5,5,3,5,5,3,108,109,satisfied,Yes,Yes,3.00,Neutral
18091,Male,Loyal ,44,Business ,Eco Plus,488,2,3,3,3,2,2,2,2,4,4,1,2,4,2,0,0,satisfied,No,No,2.57,Neutral
57468,Female,Loyal ,73,Business ,Eco Plus,334,2,2,2,2,1,3,3,2,2,2,2,3,2,4,0,0,neutral or dissatisfied,No,No,2.29,Neutral
19280,Male,Loyal ,11,Personal ,Eco,430,2,5,2,1,5,2,5,5,4,3,4,5,5,5,0,0,neutral or dissatisfied,No,No,3.79,Neutral
49364,Male,Loyal ,51,Business ,Business,1592,0,5,0,2,3,3,3,2,2,2,2,3,2,1,0,0,satisfied,No,No,2.14,Neutral
29468,Female,Disloyal ,22,Business ,Business,1216,5,0,5,3,3,5,5,3,4,5,5,5,5,3,0,0,satisfied,No,No,4.00,Satisfied
85480,Female,Loyal ,51,Personal ,Eco,227,5,5,5,2,4,4,5,4,4,5,4,4,4,5,37,18,satisfied,Yes,Yes,4.29,Satisfied
114721,Female,Loyal ,50,Business ,Business,2133,1,1,3,1,2,5,5,5,5,5,5,5,5,5,1,0,satisfied,Yes,No,3.79,Neutral
106021,Female,Loyal ,46,Business ,Business,682,4,4,4,4,4,4,5,5,5,5,5,3,5,5,3,2,satisfied,Yes,Yes,4.43,Satisfied
71835,Male,Loyal ,25,Business ,Business,1744,3,1,3,3,3,3,3,3,1,2,4,2,3,3,39,26,neutral or dissatisfied,Yes,Yes,2.64,Neutral
29135,Female,Loyal ,59,Personal ,Eco,987,1,4,1,1,5,4,5,3,3,1,3,4,3,4,0,0,neutral or dissatisfied,No,No,3.00,Neutral
28480,Female,Loyal ,29,Business ,Eco Plus,1721,3,5,5,5,3,3,3,3,3,5,4,4,3,3,24,15,neutral or dissatisfied,Yes,Yes,3.71,Neutral
111393,Female,Loyal ,33,Personal ,Eco,1180,3,5,4,3,5,4,5,5,3,5,4,3,4,5,6,0,neutral or dissatisfied,Yes,No,4.14,Satisfied
123764,Female,Loyal ,30,Business ,Business,546,2,2,2,2,4,5,4,4,5,2,4,4,4,4,0,0,satisfied,No,No,3.43,Neutral
55497,Male,Loyal ,43,Business ,Eco,239,4,3,3,3,4,4,4,4,1,3,4,3,4,4,0,0,neutral or dissatisfied,No,No,3.43,Neutral
52760,Male,Loyal ,32,Business ,Business,1874,3,3,3,3,4,4,4,4,1,3,4,4,3,4,0,4,satisfied,No,Yes,3.36,Neutral
8846,Male,Loyal ,30,Business ,Business,1371,5,5,5,5,5,5,5,5,3,2,4,3,4,5,47,54,satisfied,Yes,Yes,4.36,Satisfied
78943,Female,Loyal ,13,Business ,Business,500,2,2,2,2,5,4,5,5,4,3,5,4,4,5,0,0,satisfied,No,No,3.71,Neutral
46274,Female,Loyal ,36,Personal ,Eco,594,3,1,3,4,1,3,1,1,1,5,3,1,3,1,86,106,neutral or dissatisfied,Yes,Yes,2.21,Neutral
59378,Female,Disloyal ,72,Business ,Eco,899,2,2,2,3,3,2,5,3,2,4,3,1,3,3,45,4,neutral or dissatisfied,Yes,Yes,2.71,Neutral
99354,Female,Loyal ,59,Personal ,Eco,1771,3,4,3,3,2,4,3,4,4,3,4,4,4,1,9,0,neutral or dissatisfied,Yes,No,3.29,Neutral
125750,Female,Loyal ,28,Personal ,Business,993,4,4,4,3,2,4,2,2,2,1,3,2,3,2,0,0,neutral or dissatisfied,No,No,2.71,Neutral
50148,Male,Disloyal ,26,Business ,Eco,190,2,1,1,3,4,1,4,4,2,2,4,3,4,4,32,45,neutral or dissatisfied,Yes,Yes,2.79,Neutral
109803,Male,Loyal ,52,Business ,Business,1073,2,2,2,2,5,4,5,2,2,2,2,4,2,5,13,18,satisfied,Yes,Yes,2.93,Neutral
43081,Female,Loyal ,44,Personal ,Eco,259,5,1,5,3,3,3,4,5,5,5,5,2,5,3,0,0,satisfied,No,No,3.86,Neutral
78969,Male,Loyal ,27,Business ,Business,356,1,1,1,1,5,5,5,5,5,5,4,5,5,5,1,38,satisfied,Yes,Yes,3.79,Neutral
13329,Female,Disloyal ,39,Business ,Business,748,4,3,3,4,2,3,2,2,3,2,4,1,3,2,0,0,neutral or dissatisfied,No,No,2.71,Neutral
64925,Female,Loyal ,42,Business ,Business,3236,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0,satisfied,No,No,4.86,Satisfied
88520,Female,Loyal ,39,Personal ,Eco,240,3,4,3,3,5,3,3,5,3,5,4,5,4,5,0,0,neutral or dissatisfied,No,No,3.93,Neutral
101158,Female,Loyal ,59,Business ,Eco,1235,3,5,5,5,5,2,1,3,3,3,3,2,3,2,20,11,neutral or dissatisfied,Yes,Yes,3.21,Neutral
75632,Male,Loyal ,69,Personal ,Eco Plus,337,1,4,1,3,3,1,1,3,5,4,5,4,5,3,0,8,neutral or dissatisfied,No,Yes,3.07,Neutral
2877,Male,Loyal ,70,Personal ,Eco,475,3,3,5,2,5,1,1,4,3,5,4,1,2,1,166,172,neutral or dissatisfied,Yes,Yes,2.86,Neutral
53632,Male,Loyal ,21,Personal ,Eco,1874,2,1,2,1,3,2,3,3,2,2,2,1,1,3,35,14,neutral or dissatisfied,Yes,Yes,2.00,Neutral
83704,Female,Loyal ,52,Personal ,Eco,577,3,1,2,2,5,1,1,5,5,2,4,3,5,2,13,1,neutral or dissatisfied,Yes,Yes,2.93,Neutral
60387,Male,Loyal ,56,Business ,Business,1452,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,0,satisfied,No,No,3.71,Neutral
111762,Male,Loyal ,50,Personal ,Eco,1436,3,4,3,3,4,3,4,4,4,5,4,2,4,4,0,1,neutral or dissatisfied,No,Yes,3.64,Neutral
6598,Female,Loyal ,34,Personal ,Eco,473,3,1,3,3,3,3,3,3,1,2,3,4,3,3,17,8,neutral or dissatisfied,Yes,Yes,2.71,Neutral
84621,Female,Disloyal ,79,Business ,Eco,269,2,2,2,4,5,2,3,5,2,3,3,1,4,5,0,0,neutral or dissatisfied,No,No,3.07,Neutral
5687,Female,Loyal ,41,Business ,Eco,196,3,1,1,1,3,3,3,3,3,5,3,3,4,3,6,11,neutral or dissatisfied,Yes,Yes,2.79,Neutral
62706,Female,Disloyal ,27,Business ,Eco,2399,3,3,3,4,3,3,3,2,2,4,3,3,4,3,50,71,neutral or dissatisfied,Yes,Yes,3.07,Neutral
115546,Male,Loyal ,64,Business ,Business,2665,2,3,3,3,5,3,4,2,2,2,2,1,2,1,15,11,neutral or dissatisfied,Yes,Yes,2.50,Neutral
111342,Female,Loyal ,12,Personal ,Eco Plus,283,1,5,1,2,3,1,3,3,5,2,4,3,5,3,79,71,neutral or dissatisfied,Yes,Yes,2.93,Neutral
52796,Female,Loyal ,52,Personal ,Eco,1874,4,3,4,4,2,1,3,4,4,4,4,3,4,4,1,0,neutral or dissatisfied,Yes,No,3.43,Neutral
121261,Female,Loyal ,10,Personal ,Eco,2075,2,3,1,3,5,1,5,5,4,4,3,5,3,5,18,1,neutral or dissatisfied,Yes,Yes,3.50,Neutral
129508,Female,Loyal ,30,Business ,Business,1744,1,4,4,4,1,1,1,1,3,3,2,3,2,1,0,0,neutral or dissatisfied,No,No,2.21,Neutral
5623,Female,Loyal ,70,Personal ,Eco,624,2,5,2,5,2,1,3,2,2,2,4,3,2,2,0,0,neutral or dissatisfied,No,No,2.64,Neutral
33667,Male,Loyal ,15,Personal ,Eco Plus,474,1,3,1,3,4,1,4,4,4,5,3,2,3,4,34,50,neutral or dissatisfied,Yes,Yes,3.00,Neutral
87972,Male,Loyal ,28,Business ,Business,1749,3,4,3,3,4,4,4,4,4,2,5,3,5,4,15,8,satisfied,Yes,Yes,3.71,Neutral
94851,Female,Loyal ,53,Business ,Business,2249,0,5,0,5,2,4,5,4,4,4,4,5,4,3,0,0,satisfied,No,No,3.50,Neutral
69315,Male,Disloyal ,26,Business ,Business,944,3,3,3,2,5,3,5,5,3,2,4,3,5,5,0,6,neutral or dissatisfied,No,Yes,3.64,Neutral
53532,Female,Loyal ,49,Business ,Eco Plus,2419,4,4,4,4,5,3,1,4,4,4,4,5,4,3,0,0,satisfied,No,No,3.79,Neutral
364,Female,Disloyal ,33,Business ,Business,113,3,3,3,5,5,3,5,5,4,5,5,3,4,5,0,0,neutral or dissatisfied,No,No,4.14,Satisfied
47112,Male,Loyal ,40,Business ,Business,784,4,4,4,4,1,2,3,4,4,4,4,3,4,5,0,0,satisfied,No,No,3.57,Neutral
740,Male,Loyal ,32,Business ,Business,270,2,2,2,2,4,4,4,4,5,2,5,3,5,4,0,0,satisfied,No,No,3.43,Neutral
106255,Female,Disloyal ,23,Business ,Business,1500,5,3,5,4,4,5,4,4,5,5,5,5,5,4,17,22,satisfied,Yes,Yes,4.50,Satisfied
127560,Female,Loyal ,28,Business ,Business,1670,2,2,2,2,5,5,5,5,4,5,3,5,4,5,0,0,satisfied,No,No,3.86,Neutral
126780,Female,Loyal ,50,Business ,Business,2125,3,2,2,2,2,3,4,3,3,3,3,1,3,4,16,12,neutral or dissatisfied,Yes,Yes,2.71,Neutral
12305,Female,Loyal ,31,Business ,Business,3033,0,3,0,5,3,3,3,3,4,3,3,3,2,3,19,16,satisfied,Yes,Yes,2.71,Neutral
24837,Female,Loyal ,60,Personal ,Eco,861,2,5,2,2,5,4,5,5,5,2,5,4,5,3,101,99,neutral or dissatisfied,Yes,Yes,3.86,Neutral
69237,Male,Loyal ,25,Business ,Business,3547,2,3,1,3,2,2,2,2,1,2,2,3,2,2,0,0,neutral or dissatisfied,No,No,2.07,Neutral
40030,Male,Loyal ,30,Personal ,Eco,618,1,5,1,3,4,1,4,4,4,2,5,4,5,4,0,0,neutral or dissatisfied,No,No,3.36,Neutral
99624,Male,Disloyal ,24,Business ,Eco,1154,4,4,4,4,3,4,3,3,3,5,3,1,3,3,0,0,neutral or dissatisfied,No,No,3.36,Neutral
31528,Male,Loyal ,63,Personal ,Eco,967,1,5,1,3,2,1,1,2,3,3,4,3,5,2,9,0,neutral or dissatisfied,Yes,No,2.57,Neutral
10972,Female,Disloyal ,44,Business ,Eco,458,4,0,5,2,3,5,3,3,4,2,3,2,4,3,75,79,neutral or dissatisfied,Yes,Yes,3.07,Neutral
52524,Female,Loyal ,26,Business ,Business,110,2,2,2,2,5,5,3,5,2,4,4,4,1,5,0,0,satisfied,No,No,3.29,Neutral
2458,Female,Disloyal ,30,Business ,Business,773,3,3,3,1,3,3,1,3,4,2,4,4,4,3,0,29,neutral or dissatisfied,No,Yes,2.93,Neutral
45422,Male,Loyal ,15,Business ,Business,649,3,4,5,4,3,3,3,3,1,2,4,2,4,3,92,118,neutral or dissatisfied,Yes,Yes,3.14,Neutral
56763,Female,Disloyal ,39,Business ,Business,997,3,3,3,3,2,3,2,2,3,1,4,4,4,2,0,0,neutral or dissatisfied,No,No,2.79,Neutral
2136,Female,Loyal ,38,Personal ,Eco,404,1,4,1,2,4,1,4,4,3,5,5,4,5,4,0,0,neutral or dissatisfied,No,No,3.36,Neutral
60777,Male,Loyal ,20,Personal ,Eco,628,3,5,3,1,3,4,4,4,3,3,3,4,1,4,157,185,neutral or dissatisfied,Yes,Yes,3.21,Neutral
114594,Male,Loyal ,40,Business ,Business,447,1,5,1,1,2,5,4,4,4,4,4,3,4,5,1,0,satisfied,Yes,No,3.36,Neutral
113809,Female,Loyal ,57,Business ,Eco Plus,397,3,5,5,5,1,3,4,3,3,3,3,3,3,3,0,0,neutral or dissatisfied,No,No,3.36,Neutral
83541,Female,Loyal ,37,Business ,Business,1121,1,1,1,1,3,4,4,3,3,3,3,5,3,4,0,1,satisfied,No,Yes,2.79,Neutral
16281,Female,Loyal ,62,Personal ,Eco,946,3,3,3,4,5,4,3,3,3,3,3,3,3,1,0,0,neutral or dissatisfied,No,No,3.14,Neutral
82398,Female,Loyal ,13,Business ,Business,1578,3,5,5,5,3,3,3,3,4,3,3,4,3,3,27,114,neutral or dissatisfied,Yes,Yes,3.57,Neutral
77810,Male,Loyal ,10,Personal ,Eco,696,1,5,1,3,5,1,4,5,5,2,5,4,4,5,0,0,neutral or dissatisfied,No,No,3.57,Neutral
53152,Male,Loyal ,61,Business ,Eco,955,4,3,3,3,4,4,4,4,3,3,2,5,4,4,0,0,satisfied,No,No,3.57,Neutral
79630,Female,Loyal ,66,Business ,Business,3994,3,5,5,5,5,3,4,3,3,3,3,2,3,3,0,0,neutral or dissatisfied,No,No,3.57,Neutral
107435,Female,Loyal ,69,Personal ,Eco,717,2,4,2,5,3,4,5,4,4,2,4,4,4,3,0,0,neutral or dissatisfied,No,No,3.57,Neutral
37641,Male,Loyal ,20,Personal ,Eco,1028,2,4,2,3,4,2,4,4,4,3,4,3,5,4,0,0,neutral or dissatisfied,No,No,3.43,Neutral
47335,Male,Disloyal ,26,Business ,Eco,501,2,4,2,1,2,2,3,2,5,5,1,3,3,2,12,1,neutral or dissatisfied,Yes,Yes,2.64,Neutral
102706,Female,Disloyal ,21,Business ,Business,255,3,4,4,4,3,4,1,3,4,3,4,4,4,3,14,6,neutral or dissatisfied,Yes,Yes,3.43,Neutral
95588,Male,Disloyal ,15,Business ,Eco,756,2,2,2,3,1,2,1,1,3,3,4,3,5,1,5,1,neutral or dissatisfied,Yes,Yes,2.36,Neutral
23747,Male,Loyal ,30,Business ,Business,3658,1,1,5,1,4,4,4,4,4,1,4,1,5,4,57,39,satisfied,Yes,Yes,3.07,Neutral
121062,Male,Loyal ,19,Personal ,Eco,861,1,5,1,3,4,1,4,4,3,2,4,4,4,4,14,1,neutral or dissatisfied,Yes,Yes,3.14,Neutral
22788,Female,Disloyal ,59,Business ,Eco,170,2,0,2,3,5,2,5,5,1,3,4,3,3,5,63,84,neutral or dissatisfied,Yes,Yes,3.07,Neutral
30268,Female,Disloyal ,24,Business ,Eco,1024,2,2,2,4,5,2,5,5,1,3,4,4,3,5,0,11,neutral or dissatisfied,No,Yes,3.36,Neutral
47465,Male,Loyal ,24,Personal ,Eco,599,5,0,5,1,5,5,5,5,2,4,3,2,2,5,12,0,satisfied,Yes,No,3.50,Neutral
3586,Female,Loyal ,50,Business ,Business,1534,2,2,2,2,2,5,4,4,4,5,4,3,4,5,0,0,satisfied,No,No,3.43,Neutral
83755,Female,Loyal ,60,Personal ,Eco,1183,3,5,2,2,5,4,4,2,2,2,2,4,2,3,0,0,neutral or dissatisfied,No,No,3.00,Neutral
34246,Male,Disloyal ,41,Business ,Business,1666,2,2,2,2,3,2,3,3,1,3,3,3,3,3,18,50,neutral or dissatisfied,Yes,Yes,2.50,Neutral
82115,Male,Loyal ,67,Personal ,Eco,1276,2,4,2,1,1,2,1,1,5,5,4,5,5,1,24,11,neutral or dissatisfied,Yes,Yes,2.79,Neutral
126422,Female,Disloyal ,52,Business ,Eco Plus,590,2,1,1,4,3,2,1,3,3,2,3,3,3,3,49,68,neutral or dissatisfied,Yes,Yes,2.43,Neutral
109412,Female,Loyal ,54,Business ,Business,2284,4,4,4,4,5,4,4,5,5,5,5,3,5,3,0,0,satisfied,No,No,4.29,Satisfied
34838,Female,Loyal ,10,Personal ,Eco Plus,264,4,4,0,4,1,0,2,1,2,1,4,3,4,1,0,0,satisfied,No,No,2.21,Neutral
127065,Male,Loyal ,57,Business ,Business,3496,2,2,2,2,3,4,5,5,5,5,5,4,5,5,0,0,satisfied,No,No,3.86,Neutral
21677,Male,Loyal ,38,Business ,Business,746,1,1,1,1,1,2,3,5,5,5,5,1,5,5,22,1,satisfied,Yes,Yes,2.93,Neutral
49899,Male,Disloyal ,50,Business ,Eco,109,2,0,2,3,5,2,1,5,5,5,2,1,1,5,0,1,neutral or dissatisfied,No,Yes,2.79,Neutral
35200,Male,Disloyal ,26,Business ,Eco,828,1,1,1,3,4,1,4,4,4,4,4,2,5,4,0,25,neutral or dissatisfied,No,Yes,3.00,Neutral
77449,Female,Loyal ,44,Business ,Business,1634,1,1,1,1,2,4,4,3,3,3,3,4,3,3,0,0,satisfied,No,No,2.57,Neutral
14459,Male,Loyal ,51,Business ,Eco,361,5,4,4,4,5,5,5,5,5,1,1,3,1,5,13,0,satisfied,Yes,No,3.79,Neutral
16513,Male,Loyal ,64,Business ,Eco Plus,143,4,4,4,4,4,4,4,4,2,4,1,2,5,4,0,0,satisfied,No,No,3.57,Neutral
39531,Male,Disloyal ,62,Business ,Business,954,4,4,4,3,1,4,1,1,3,5,5,4,5,1,0,0,neutral or dissatisfied,No,No,3.21,Neutral
44613,Male,Loyal ,45,Personal ,Eco,508,2,4,2,3,1,2,1,1,3,4,4,3,5,1,0,8,neutral or dissatisfied,No,Yes,2.57,Neutral
3078,Female,Loyal ,46,Business ,Business,413,3,4,5,5,1,3,3,3,3,2,3,2,3,4,33,43,neutral or dissatisfied,Yes,Yes,3.14,Neutral
68551,Male,Loyal ,27,Personal ,Eco Plus,1013,2,2,2,4,3,2,3,3,3,4,3,1,3,3,0,7,neutral or dissatisfied,No,Yes,2.71,Neutral
100152,Female,Loyal ,29,Business ,Business,3086,3,4,4,4,3,3,3,3,3,4,4,3,4,3,0,0,neutral or dissatisfied,No,No,3.43,Neutral
6069,Female,Loyal ,30,Personal ,Eco,691,2,1,2,3,2,2,5,2,3,3,3,4,2,2,21,38,neutral or dissatisfied,Yes,Yes,2.57,Neutral
111273,Female,Loyal ,60,Business ,Business,1817,2,2,4,2,4,4,4,2,2,2,2,3,2,5,6,2,satisfied,Yes,Yes,2.86,Neutral
51524,Male,Loyal ,53,Business ,Business,237,5,5,5,5,5,5,2,4,4,4,4,2,4,3,0,0,satisfied,No,No,4.07,Satisfied
8471,Male,Loyal ,36,Personal ,Business,1187,3,5,4,5,3,4,5,3,3,4,3,3,3,5,0,0,neutral or dissatisfied,No,No,3.79,Neutral
7984,Female,Loyal ,46,Business ,Business,3621,5,5,5,5,2,5,5,5,5,5,5,3,5,4,17,11,satisfied,Yes,Yes,4.57,Satisfied
89087,Female,Disloyal ,13,Business ,Eco,1892,2,3,3,4,3,2,3,3,2,2,3,3,3,3,2,0,neutral or dissatisfied,Yes,No,2.79,Neutral
121587,Female,Disloyal ,22,Business ,Business,536,0,0,0,3,1,0,1,1,3,1,2,4,1,1,3,0,satisfied,Yes,No,1.29,Dissatisfied
81018,Male,Disloyal ,21,Business ,Business,1399,1,1,1,3,3,1,3,3,3,1,2,1,3,3,11,12,neutral or dissatisfied,Yes,Yes,2.07,Neutral
17254,Female,Loyal ,51,Business ,Business,472,2,2,2,2,3,4,1,4,4,5,4,5,4,2,42,49,satisfied,Yes,Yes,3.14,Neutral
68007,Male,Loyal ,59,Business ,Business,2286,2,2,2,2,3,5,4,4,4,4,4,4,4,4,0,0,satisfied,No,No,3.43,Neutral
21396,Female,Disloyal ,23,Business ,Eco,164,0,3,0,2,5,0,5,5,5,3,2,4,2,5,0,0,satisfied,No,No,2.93,Neutral
66008,Male,Loyal ,52,Business ,Business,1055,5,5,5,5,4,5,4,3,3,2,3,4,3,5,43,37,satisfied,Yes,Yes,4.00,Satisfied
5234,Female,Loyal ,39,Business ,Business,295,1,1,1,1,4,4,5,4,4,4,4,5,4,5,0,0,satisfied,No,No,3.36,Neutral
62661,Female,Loyal ,64,Business ,Eco Plus,1744,1,2,2,2,3,3,4,1,1,1,1,3,1,3,0,9,neutral or dissatisfied,No,Yes,2.00,Neutral
3433,Male,Loyal ,7,Personal ,Eco,296,1,1,1,4,1,1,1,1,3,4,3,2,4,1,0,0,neutral or dissatisfied,No,No,2.00,Neutral
116311,Female,Loyal ,70,Personal ,Eco,447,1,4,2,2,1,4,2,5,5,2,5,1,5,1,13,10,neutral or dissatisfied,Yes,Yes,2.86,Neutral
122165,Male,Loyal ,55,Business ,Business,544,4,4,4,4,2,4,5,5,5,4,5,5,5,4,42,39,satisfied,Yes,Yes,4.29,Satisfied
97401,Male,Disloyal ,23,Business ,Eco,587,2,5,3,1,4,3,4,4,4,4,4,4,4,4,35,26,neutral or dissatisfied,Yes,Yes,3.57,Neutral
58346,Female,Loyal ,49,Personal ,Eco,315,4,1,4,4,4,4,4,5,5,4,5,1,5,4,108,103,neutral or dissatisfied,Yes,Yes,3.86,Neutral
71750,Female,Loyal ,41,Business ,Business,1723,1,1,2,1,5,4,5,5,5,4,5,5,5,5,46,74,satisfied,Yes,Yes,3.79,Neutral
52840,Female,Loyal ,17,Business ,Business,1721,1,1,1,1,3,3,3,3,1,5,4,3,5,3,0,0,satisfied,No,No,2.64,Neutral
101319,Female,Loyal ,41,Business ,Eco,1076,3,3,3,3,3,3,3,3,4,1,2,3,2,3,78,68,neutral or dissatisfied,Yes,Yes,2.79,Neutral
23913,Female,Disloyal ,26,Business ,Eco,589,1,0,1,3,5,1,5,5,2,2,1,5,3,5,0,0,neutral or dissatisfied,No,No,2.79,Neutral
91074,Female,Loyal ,65,Personal ,Eco,545,2,2,2,3,4,3,3,2,2,2,5,3,2,3,0,0,neutral or dissatisfied,No,No,2.71,Neutral
2767,Female,Disloyal ,36,Business ,Business,764,2,2,2,3,2,2,2,2,5,2,4,4,5,2,0,15,neutral or dissatisfied,No,Yes,2.79,Neutral
58792,Male,Disloyal ,25,Business ,Eco,1012,3,3,3,2,4,3,4,4,3,3,3,3,2,4,0,0,neutral or dissatisfied,No,No,3.14,Neutral
120990,Male,Loyal ,46,Business ,Business,993,2,5,5,5,1,3,3,2,2,2,2,2,2,3,0,5,neutral or dissatisfied,No,Yes,2.79,Neutral
128973,Male,Loyal ,13,Personal ,Eco,236,2,4,2,3,5,2,5,5,1,2,1,1,1,5,3,7,neutral or dissatisfied,Yes,Yes,2.79,Neutral
72943,Female,Loyal ,49,Business ,Business,2493,3,3,3,3,3,5,4,4,4,4,4,5,4,3,0,0,satisfied,No,No,3.71,Neutral
60079,Male,Loyal ,23,Business ,Business,1528,1,1,1,1,4,4,4,4,3,2,4,5,5,4,0,0,satisfied,No,No,3.07,Neutral
118453,Male,Loyal ,57,Business ,Business,2503,1,1,1,1,4,5,4,4,4,4,4,5,4,5,19,18,satisfied,Yes,Yes,3.36,Neutral
88640,Male,Loyal ,44,Personal ,Eco,404,3,5,5,3,4,5,4,4,5,4,4,4,4,4,0,0,neutral or dissatisfied,No,No,4.14,Satisfied
44022,Male,Disloyal ,27,Business ,Eco,680,3,3,3,2,5,3,5,5,5,5,5,1,2,5,7,0,neutral or dissatisfied,Yes,No,3.71,Neutral
