Passenger_ID,Gender,Age,Online_Booking,Online_Boarding,CheckIn_Service,Dep_Arr_Time_Convenient,Gate_Location,Baggage_Handling,Onboard_Service,Seat_Comfort,Leg_Room,Cleanliness,Food_Drink,Inflight_Entertainment,Inflight_WiFi,Inflight_Service,Avg_Sat_Score,Customer_Sat
29235,Female,16,5,5,3,5,5,4,5,4,3,5,5,5,5,2,4.36,Satisfied
37898,Male,43,2,2,3,2,2,5,5,5,5,3,4,5,2,5,3.57,Neutral
18466,Female,38,5,4,5,5,5,5,5,2,5,4,3,5,5,5,4.50,Satisfied
72821,Female,43,1,4,5,1,1,4,4,4,5,3,5,4,1,4,3.29,Neutral
128899,Female,66,4,2,1,2,3,1,1,2,4,3,2,1,4,1,2.21,Neutral
58403,Male,24,2,4,4,2,2,4,5,4,4,4,4,4,2,4,3.50,Neutral
6366,Male,53,4,2,3,4,4,3,3,2,2,3,5,3,3,3,3.14,Neutral
1285,Male,25,1,1,1,4,3,4,4,2,1,1,1,1,1,4,2.07,Neutral
116257,Female,43,2,5,5,5,1,1,1,5,2,5,2,1,2,1,2.71,Neutral
84137,Male,13,4,4,3,4,4,4,3,2,3,2,2,2,4,4,3.21,Neutral
92664,Female,10,5,5,4,5,5,5,3,1,5,1,1,1,5,4,3.57,Neutral
26364,Female,46,1,5,4,1,1,5,5,2,5,3,2,5,5,5,3.50,Neutral
116571,Male,44,3,4,4,3,3,3,3,5,2,5,4,3,3,3,3.43,Neutral
80553,Male,45,3,5,3,3,3,5,5,4,5,4,2,5,3,5,3.93,Neutral
16657,Female,25,4,4,3,4,3,3,3,2,3,2,2,2,4,4,3.07,Neutral
127348,Male,68,1,5,3,1,1,4,1,5,1,5,5,5,5,1,3.07,Neutral
104434,Female,23,5,5,2,4,3,2,5,1,2,1,1,1,5,3,2.86,Neutral
66577,Female,48,3,4,2,3,3,5,5,4,3,4,2,5,3,5,3.64,Neutral
45796,Male,52,5,4,2,4,4,4,4,3,4,4,4,4,4,4,3.86,Neutral
65746,Female,13,1,1,3,5,5,4,4,5,4,5,5,5,1,5,3.79,Neutral
6150,Male,26,2,2,4,4,3,3,4,4,4,4,4,4,3,4,3.50,Neutral
101800,Female,37,2,4,4,2,2,5,5,4,5,3,2,5,2,5,3.57,Neutral
76208,Female,31,1,4,3,4,4,5,4,4,5,4,4,4,4,4,3.86,Neutral
52378,Male,14,1,1,3,2,2,3,2,2,4,2,2,2,1,3,2.14,Neutral
24700,Male,46,1,4,1,1,1,5,1,4,3,4,4,4,4,3,2.86,Neutral
70668,Female,54,1,5,4,1,1,4,4,4,4,4,3,4,1,4,3.14,Neutral
46597,Female,25,4,3,4,3,4,4,3,4,1,4,4,4,4,3,3.50,Neutral
91333,Female,37,3,3,4,4,1,4,4,4,4,4,4,4,3,5,3.64,Neutral
37182,Male,63,3,3,3,5,3,3,4,4,4,4,4,4,3,4,3.64,Neutral
58486,Female,59,1,5,3,1,1,4,4,5,4,4,3,4,1,4,3.14,Neutral
29517,Male,18,2,2,5,3,4,1,2,4,2,4,4,4,2,5,3.14,Neutral
5681,Male,39,0,5,3,5,1,4,4,4,4,5,5,4,0,4,3.43,Neutral
114695,Male,48,5,4,4,1,1,4,4,5,4,5,3,4,1,4,3.50,Neutral
41104,Male,39,4,5,4,2,2,5,1,5,5,5,5,5,5,5,4.14,Satisfied
13091,Male,59,2,4,1,2,2,2,3,4,3,4,4,4,4,4,3.07,Neutral
68297,Male,24,1,4,3,1,1,3,3,4,3,4,4,4,1,4,2.86,Neutral
88514,Male,50,2,2,2,3,3,3,4,1,3,1,1,1,2,3,2.21,Neutral
32739,Female,58,2,4,1,2,2,1,1,3,1,4,5,1,1,1,2.07,Neutral
41046,Male,54,3,3,4,2,3,4,2,1,3,1,1,1,3,3,2.43,Neutral
48493,Female,25,2,4,2,2,2,2,3,4,4,4,4,4,2,1,2.86,Neutral
563,Female,29,1,1,2,1,1,3,2,1,5,1,1,1,1,3,1.71,Dissatisfied
19753,Male,35,1,3,5,1,1,5,5,5,5,3,3,5,1,5,3.43,Neutral
1061,Female,67,3,1,4,5,2,1,1,4,3,3,5,1,3,1,2.64,Neutral
114021,Female,34,3,3,4,4,2,4,4,1,2,1,1,1,3,5,2.71,Neutral
94521,Male,44,5,5,4,5,5,4,4,4,4,3,2,4,5,4,4.14,Satisfied
38838,Male,32,2,4,1,2,2,3,3,4,2,4,4,4,4,4,3.07,Neutral
110670,Female,40,4,3,3,4,4,2,2,3,2,1,5,2,2,2,2.79,Neutral
92984,Male,39,5,4,5,5,5,4,4,4,4,4,4,4,5,4,4.36,Satisfied
3838,Female,53,3,5,3,5,4,5,5,4,3,2,2,5,3,5,3.86,Neutral
96150,Male,54,5,5,4,4,5,3,3,4,2,4,2,3,5,3,3.71,Neutral
117772,Male,42,1,3,4,1,1,5,5,4,5,5,2,5,1,5,3.36,Neutral
112684,Male,39,3,5,3,3,3,4,4,4,4,5,2,4,3,4,3.64,Neutral
76202,Male,54,4,4,4,4,3,4,4,4,3,4,4,4,4,5,3.93,Neutral
19096,Male,31,1,1,4,1,3,3,2,5,3,2,2,2,4,3,2.57,Neutral
86401,Female,57,2,4,5,2,2,4,4,5,4,5,5,4,2,4,3.71,Neutral
22047,Female,33,1,4,2,4,4,3,3,3,1,4,4,3,1,3,2.86,Neutral
68183,Female,35,3,3,3,4,4,2,2,2,2,2,2,2,3,2,2.57,Neutral
36576,Female,48,2,3,2,2,2,1,1,2,2,3,1,1,1,1,1.71,Dissatisfied
94958,Male,34,4,1,1,4,4,4,4,1,4,1,1,1,1,4,2.50,Neutral
7993,Female,60,4,4,5,4,4,4,4,5,3,3,4,4,4,4,4.00,Satisfied
80910,Male,50,2,4,5,2,2,4,4,5,4,4,5,4,2,4,3.64,Neutral
97493,Female,9,4,4,5,5,1,5,5,1,3,1,1,1,4,5,3.21,Neutral
53841,Female,45,1,3,1,1,1,1,1,4,1,2,3,1,1,1,1.57,Dissatisfied
32342,Female,48,1,5,3,1,1,4,4,5,5,2,3,4,5,4,3.36,Neutral
100469,Male,52,3,4,5,3,3,5,5,4,5,4,3,5,3,5,4.07,Satisfied
1292,Female,21,2,2,5,4,2,4,5,2,2,2,2,2,2,4,2.86,Neutral
88618,Male,47,1,1,2,1,1,2,4,4,3,4,4,4,1,2,2.43,Neutral
51252,Male,39,1,3,5,1,1,2,5,2,5,2,2,2,2,5,2.71,Neutral
71311,Female,31,1,5,4,3,3,4,3,5,4,5,5,5,3,4,3.86,Neutral
20999,Male,34,4,5,1,4,4,3,1,4,3,4,4,4,4,3,3.43,Neutral
52607,Female,43,2,3,2,2,2,2,2,2,2,1,5,2,2,2,2.21,Neutral
114491,Male,48,1,4,3,1,1,1,1,4,1,4,4,1,1,1,2.00,Neutral
84538,Male,8,2,2,3,2,4,3,1,1,3,1,1,1,2,3,2.07,Neutral
2967,Female,44,3,2,2,1,3,3,3,3,3,3,1,3,3,3,2.57,Neutral
77678,Male,55,3,5,4,3,3,5,5,5,5,3,4,5,3,5,4.14,Satisfied
59484,Male,66,5,3,2,5,5,2,2,3,2,1,1,2,2,2,2.64,Neutral
18361,Male,34,0,0,4,0,2,1,4,4,3,4,4,4,0,4,2.43,Neutral
4077,Male,23,4,4,5,5,5,5,3,3,4,3,3,3,4,5,4.00,Satisfied
86376,Male,38,5,3,3,5,5,1,2,3,2,3,3,3,3,1,3.00,Neutral
120151,Female,29,2,4,3,2,1,4,2,3,4,3,2,4,2,3,2.79,Neutral
49950,Female,21,2,2,3,3,2,5,4,5,2,5,5,5,2,2,3.36,Neutral
107506,Male,53,2,2,1,4,1,4,5,1,4,3,3,3,2,4,2.79,Neutral
44236,Female,37,1,3,2,1,1,2,2,2,2,2,4,2,2,2,2.00,Neutral
68688,Male,13,3,3,5,5,2,4,4,3,3,3,3,3,3,4,3.43,Neutral
83735,Male,60,1,4,3,1,1,2,2,3,2,3,3,2,2,2,2.21,Neutral
74140,Female,48,2,2,1,2,4,4,4,3,2,3,3,3,2,3,2.71,Neutral
15213,Male,37,5,5,5,5,5,4,5,5,1,5,5,1,5,1,4.07,Satisfied
62009,Male,55,4,3,1,4,4,1,4,3,4,3,3,3,3,3,3.07,Neutral
79053,Male,39,1,3,1,1,1,3,2,3,2,3,3,3,3,4,2.36,Neutral
2856,Female,51,5,3,4,5,5,3,3,3,3,1,1,3,3,3,3.21,Neutral
125849,Female,19,4,4,5,4,4,4,4,4,2,4,4,4,4,4,3.93,Neutral
109379,Male,17,5,5,2,5,4,4,2,5,5,5,5,5,4,4,4.29,Satisfied
25023,Male,58,4,3,2,4,4,4,4,3,5,1,5,4,4,4,3.64,Neutral
78048,Male,68,4,4,2,2,3,4,2,3,1,3,3,3,4,4,3.00,Neutral
118483,Female,25,1,4,4,1,1,5,4,4,3,4,4,4,1,4,3.14,Neutral
17416,Female,43,5,2,5,5,5,5,5,3,5,1,1,5,5,5,4.07,Satisfied
25091,Female,34,1,1,3,4,1,4,4,4,4,1,2,4,1,4,2.71,Neutral
9296,Female,63,3,5,3,3,3,5,5,5,5,5,2,5,3,5,4.07,Satisfied
77070,Female,39,4,3,1,2,4,4,4,3,4,4,2,4,4,4,3.36,Neutral
24440,Female,28,2,5,3,3,3,4,5,5,4,5,5,5,3,5,4.07,Satisfied
113078,Male,62,0,1,1,0,3,3,4,4,5,4,4,4,1,3,2.64,Neutral
88465,Male,41,5,5,5,5,5,4,1,5,4,5,5,5,5,2,4.36,Satisfied
7543,Male,66,2,2,2,3,4,4,3,1,5,1,1,1,2,3,2.43,Neutral
94783,Male,47,0,4,5,4,3,2,2,4,2,3,5,2,0,2,2.71,Neutral
8449,Male,21,5,0,5,0,5,4,4,3,3,3,3,3,5,5,3.43,Neutral
126497,Male,25,4,4,1,4,5,1,5,5,5,5,5,5,4,3,4.00,Satisfied
57891,Female,76,1,4,4,1,1,4,4,4,4,4,5,4,4,4,3.43,Neutral
124995,Female,22,4,4,4,2,4,4,4,5,4,5,5,5,4,4,4.14,Satisfied
73496,Male,64,2,2,4,5,4,4,3,4,3,4,4,4,2,4,3.50,Neutral
98501,Male,41,5,5,5,5,3,4,3,2,4,2,2,2,5,4,3.64,Neutral
103169,Female,30,3,3,4,5,4,1,2,2,2,2,2,2,3,4,2.79,Neutral
96064,Female,9,2,2,3,4,3,3,3,5,5,5,5,5,2,4,3.64,Neutral
11275,Male,24,0,0,3,3,1,1,3,3,1,3,3,3,2,2,2.00,Neutral
66102,Male,53,3,5,5,3,3,3,3,4,4,3,5,3,3,3,3.57,Neutral
41252,Female,16,4,4,1,4,4,1,5,4,1,5,5,5,5,4,3.71,Neutral
56953,Female,11,3,2,2,3,3,3,5,2,3,2,2,4,2,1,2.64,Neutral
59142,Female,14,3,3,4,2,3,2,2,4,3,3,3,3,3,3,2.93,Neutral
102222,Male,58,2,4,3,2,2,4,4,5,4,4,5,4,2,4,3.50,Neutral
35050,Female,52,5,5,4,5,5,4,4,4,4,5,3,4,5,4,4.36,Satisfied
91564,Male,61,3,3,4,5,4,2,3,5,5,5,5,5,3,3,3.93,Neutral
88138,Male,60,2,5,3,2,2,4,4,5,4,4,5,4,2,4,3.57,Neutral
86532,Female,37,3,3,5,4,5,4,4,3,3,3,3,3,3,5,3.64,Neutral
98280,Male,15,1,3,1,1,1,3,1,2,3,3,3,3,3,4,2.29,Neutral
79879,Male,13,4,4,4,5,4,5,5,4,2,4,4,4,4,4,4.07,Satisfied
19707,Male,36,0,0,4,2,4,3,1,2,1,2,2,2,1,4,2.00,Neutral
79791,Male,31,4,4,5,4,4,4,5,4,5,4,4,4,4,4,4.21,Satisfied
18804,Female,24,5,5,5,5,5,2,2,5,1,5,5,5,5,2,4.07,Satisfied
39028,Male,65,1,1,3,1,4,4,1,1,2,1,1,1,1,3,1.79,Dissatisfied
94419,Female,30,4,1,1,4,4,3,3,1,1,1,1,1,1,4,2.14,Neutral
61588,Male,30,2,2,5,5,5,4,3,3,4,3,3,3,2,5,3.50,Neutral
84632,Male,30,4,4,3,4,4,5,4,5,3,5,5,5,4,5,4.29,Satisfied
20901,Female,49,2,2,2,2,2,3,4,2,2,2,2,2,2,3,2.29,Neutral
11617,Male,47,3,3,1,3,4,4,1,2,2,2,2,2,3,3,2.50,Neutral
22845,Male,30,4,4,4,1,2,2,2,2,2,2,2,2,4,2,2.50,Neutral
98571,Female,45,1,5,5,1,1,5,5,4,5,4,5,5,1,5,3.71,Neutral
59338,Female,58,5,4,5,5,5,4,4,4,4,3,5,4,5,4,4.36,Satisfied
113857,Female,22,4,4,4,4,2,4,5,1,3,1,1,1,4,4,3.00,Neutral
196,Male,23,5,5,3,5,4,4,3,1,5,1,1,1,5,4,3.36,Neutral
62432,Male,11,1,1,3,4,3,5,4,4,2,4,4,4,1,4,3.14,Neutral
80360,Female,26,4,5,3,2,2,5,4,5,4,5,5,5,2,4,3.93,Neutral
59126,Female,49,3,3,3,4,3,2,2,4,3,5,2,2,3,2,2.93,Neutral
67041,Female,46,1,4,3,1,1,4,4,4,4,4,5,4,1,4,3.14,Neutral
115011,Male,53,2,4,3,2,2,4,4,5,4,5,5,4,2,4,3.57,Neutral
54971,Female,26,2,4,4,2,2,4,4,3,5,3,3,3,2,4,3.21,Neutral
119786,Female,27,4,4,5,4,4,4,3,1,2,1,1,1,4,5,3.07,Neutral
7140,Male,34,5,5,4,4,4,5,4,4,4,5,3,4,4,4,4.21,Satisfied
5890,Female,54,1,4,4,1,1,5,4,4,4,5,4,4,1,4,3.29,Neutral
59670,Female,46,1,5,3,5,3,1,5,5,1,5,3,5,1,5,3.43,Neutral
22997,Male,24,4,4,2,5,5,2,5,3,3,3,3,3,4,4,3.57,Neutral
92947,Female,12,0,0,5,5,1,4,4,1,5,1,1,1,3,5,2.57,Neutral
7153,Male,58,1,5,5,1,1,4,4,4,4,5,5,4,1,4,3.43,Neutral
107072,Female,11,5,5,3,5,3,4,5,3,4,3,3,3,3,5,3.86,Neutral
67184,Male,49,3,3,3,1,3,4,4,2,2,2,2,2,2,4,2.64,Neutral
47307,Male,42,3,4,1,3,3,5,1,4,1,4,4,4,4,5,3.29,Neutral
124898,Female,45,5,5,4,2,2,5,5,4,5,4,3,5,2,5,4.00,Satisfied
31783,Female,31,2,2,4,1,4,4,2,3,3,3,3,3,2,3,2.79,Neutral
66692,Male,56,5,4,5,5,5,3,3,5,3,3,3,3,5,3,3.93,Neutral
109549,Female,31,3,3,4,4,1,4,1,4,1,4,4,4,3,2,3.00,Neutral
101811,Male,35,5,2,2,5,5,1,3,2,5,2,2,2,2,1,2.79,Neutral
116325,Male,43,2,2,5,0,1,5,2,1,3,1,1,1,4,4,2.29,Neutral
30402,Female,60,1,5,3,5,3,2,2,5,1,3,2,2,1,2,2.64,Neutral
29916,Male,34,3,4,4,4,3,4,4,3,4,1,1,4,4,4,3.36,Neutral
16784,Male,66,4,4,4,2,3,3,4,1,3,1,1,1,4,4,2.79,Neutral
62322,Male,64,3,2,2,5,3,4,3,2,5,2,3,4,3,3,3.14,Neutral
77597,Male,35,3,4,5,3,3,5,5,5,5,4,5,5,3,5,4.29,Satisfied
43035,Female,48,2,4,2,2,2,3,1,4,1,4,4,1,3,1,2.43,Neutral
89763,Male,39,3,3,2,4,4,3,3,3,4,3,3,3,3,4,3.21,Neutral
109976,Male,25,5,5,4,5,3,5,3,3,2,3,3,3,5,4,3.79,Neutral
88889,Female,22,1,1,3,1,4,3,3,1,1,1,1,1,1,4,1.86,Dissatisfied
95573,Female,23,3,2,1,3,3,4,3,1,1,2,2,2,2,3,2.29,Neutral
114075,Male,70,2,2,2,2,2,3,3,4,3,3,5,3,3,3,2.86,Neutral
50642,Female,37,5,5,5,0,5,5,5,5,2,5,5,5,3,5,4.29,Satisfied
48441,Female,19,5,4,5,5,5,1,5,4,1,4,4,4,5,3,3.93,Neutral
52068,Female,38,2,5,5,2,2,5,3,4,4,4,4,4,4,1,3.50,Neutral
45710,Male,36,2,5,4,4,4,5,5,4,5,3,4,5,4,5,4.21,Satisfied
114870,Female,43,5,5,3,5,5,5,5,5,5,5,4,5,5,5,4.79,Satisfied
111328,Female,42,4,4,4,4,4,2,2,4,2,1,3,2,2,2,2.86,Neutral
23958,Male,8,3,3,4,4,2,5,5,5,3,5,5,5,3,5,4.07,Satisfied
16890,Male,34,1,4,3,5,5,2,2,4,2,4,3,2,2,2,2.93,Neutral
18406,Female,30,3,3,2,3,3,3,3,4,2,4,4,4,4,3,3.21,Neutral
3972,Male,27,4,2,2,4,4,3,2,1,3,1,1,1,1,3,2.29,Neutral
51312,Male,59,5,2,2,5,5,3,4,2,3,2,2,2,2,2,2.93,Neutral
118331,Male,42,3,4,3,2,3,4,4,5,4,4,4,4,3,4,3.64,Neutral
46981,Female,61,2,3,4,1,2,5,1,3,2,1,2,1,2,1,2.14,Neutral
34686,Female,25,0,0,5,0,2,2,3,3,5,3,3,3,1,1,2.21,Neutral
39239,Male,38,2,2,5,0,3,1,5,4,2,4,4,4,2,2,2.86,Neutral
27827,Male,48,1,2,3,1,1,3,4,2,3,2,2,2,2,4,2.29,Neutral
67190,Male,58,3,3,1,1,4,4,4,2,2,5,5,5,3,4,3.29,Neutral
85189,Male,52,4,4,3,4,4,5,5,4,5,5,4,5,4,5,4.36,Satisfied
52932,Female,14,1,1,4,4,3,5,5,3,3,3,3,3,1,4,3.07,Neutral
76171,Male,58,4,4,4,2,3,2,3,1,3,1,1,1,4,3,2.57,Neutral
117519,Male,22,0,0,5,0,3,4,5,4,3,2,2,2,0,5,2.50,Neutral
13094,Female,55,1,2,3,1,1,4,4,2,4,3,1,4,1,4,2.50,Neutral
19899,Female,40,2,4,4,2,2,3,3,3,3,3,3,3,3,3,2.93,Neutral
127060,Female,25,3,3,1,3,4,3,2,1,2,1,1,1,3,3,2.21,Neutral
73608,Male,62,2,5,3,2,2,5,4,5,5,4,3,4,2,4,3.57,Neutral
96929,Female,9,4,4,5,4,3,5,3,5,2,5,5,5,4,4,4.14,Satisfied
32245,Female,31,5,4,5,1,1,5,4,5,4,4,4,4,1,1,3.43,Neutral
52940,Male,63,2,2,3,2,2,2,4,1,2,1,1,1,2,2,1.93,Dissatisfied
25319,Male,62,2,2,3,3,4,5,3,4,4,4,4,4,2,4,3.43,Neutral
114800,Male,32,2,5,5,2,2,5,4,4,3,4,4,4,2,5,3.64,Neutral
13112,Female,26,4,4,5,4,4,5,3,4,5,4,4,4,4,5,4.21,Satisfied
96509,Male,29,4,4,5,4,4,1,1,4,2,4,4,4,4,2,3.36,Neutral
47083,Female,24,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4.14,Satisfied
41405,Female,29,2,2,4,2,2,4,2,2,3,2,2,2,2,3,2.43,Neutral
26452,Female,57,2,2,2,3,2,5,5,5,5,1,5,5,5,5,3.71,Neutral
111203,Male,44,5,5,4,5,5,4,4,5,4,5,5,4,5,4,4.57,Satisfied
75792,Male,51,3,3,1,2,3,2,2,2,5,2,2,2,3,4,2.57,Neutral
33061,Female,68,2,4,5,5,3,1,1,4,2,5,2,1,2,1,2.71,Neutral
125799,Female,26,4,4,4,4,3,4,4,5,4,5,5,5,4,4,4.21,Satisfied
92616,Female,60,4,5,4,5,3,1,1,4,4,3,5,1,3,1,3.14,Neutral
113414,Male,35,5,4,1,5,5,1,1,4,2,4,3,1,1,1,2.71,Neutral
87343,Male,57,3,4,5,3,3,4,4,5,4,5,4,4,3,4,3.93,Neutral
12497,Female,36,3,3,1,5,3,2,1,4,2,4,4,4,4,2,3.00,Neutral
111478,Male,57,5,5,3,5,5,4,4,4,4,4,4,4,5,4,4.29,Satisfied
114775,Male,58,1,5,5,1,1,4,4,4,4,5,3,4,1,4,3.29,Neutral
92903,Female,42,3,4,5,3,3,4,4,4,4,5,5,4,3,4,3.93,Neutral
84375,Female,43,3,3,4,1,2,2,4,4,1,4,4,4,3,3,3.00,Neutral
19593,Male,24,0,0,3,4,2,5,3,4,2,4,4,4,2,4,2.93,Neutral
85447,Female,45,1,5,5,1,1,5,5,5,5,4,5,5,1,5,3.79,Neutral
119323,Female,54,3,3,2,0,2,5,5,3,3,2,2,5,3,5,3.07,Neutral
23162,Female,61,4,4,5,4,3,5,5,5,4,5,4,5,4,5,4.43,Satisfied
111746,Female,40,4,3,1,4,4,5,5,2,5,1,5,5,4,5,3.79,Neutral
35339,Male,12,1,3,4,1,1,3,1,3,5,3,3,3,3,4,2.71,Neutral
99604,Male,41,1,4,4,1,1,5,5,5,5,5,2,5,1,5,3.50,Neutral
10358,Female,50,3,5,4,3,3,3,3,4,4,5,2,3,3,3,3.43,Neutral
42420,Female,53,3,3,3,2,2,1,1,2,3,4,2,1,3,1,2.21,Neutral
97740,Female,27,5,4,3,5,5,5,5,5,3,5,5,5,5,4,4.57,Satisfied
37186,Female,45,3,4,4,4,3,3,3,4,3,3,5,3,3,3,3.43,Neutral
97513,Female,44,1,4,4,1,1,4,4,5,4,3,5,4,1,4,3.21,Neutral
31542,Male,15,1,1,4,4,3,5,5,3,2,3,3,3,1,4,3.00,Neutral
37100,Male,29,5,4,3,5,5,5,4,4,2,4,4,4,4,1,3.86,Neutral
128255,Female,20,5,5,3,0,2,5,4,1,4,1,1,1,5,5,3.00,Neutral
35378,Female,72,5,4,2,1,1,3,3,3,3,1,3,3,3,3,2.71,Neutral
127561,Female,41,2,3,4,2,2,4,4,4,4,4,2,4,2,4,3.21,Neutral
1076,Female,53,0,1,5,4,4,1,1,2,0,1,1,1,5,1,1.93,Dissatisfied
128424,Female,57,1,4,3,1,1,2,2,4,2,1,3,2,2,2,2.14,Neutral
96602,Male,36,4,3,4,1,4,1,1,3,4,4,2,1,4,1,2.64,Neutral
61150,Male,20,5,1,2,5,5,4,1,1,5,1,1,1,1,4,2.64,Neutral
94330,Male,48,4,4,5,4,4,5,5,5,5,3,4,5,4,5,4.43,Satisfied
47573,Male,49,3,4,3,3,3,4,4,4,5,4,3,4,3,4,3.64,Neutral
83652,Female,39,5,4,3,5,5,5,5,4,5,3,4,5,5,5,4.50,Satisfied
78,Male,58,4,4,1,4,3,4,4,2,3,2,2,2,4,5,3.14,Neutral
6787,Male,69,5,2,4,5,5,3,2,2,3,2,2,2,2,2,2.93,Neutral
63655,Female,14,2,3,4,2,3,3,1,3,5,3,3,3,3,4,3.00,Neutral
30212,Female,27,3,3,3,5,5,4,5,1,5,4,4,4,3,5,3.86,Neutral
109122,Male,41,1,1,3,5,1,5,3,3,3,3,3,3,1,5,2.86,Neutral
41194,Female,56,4,4,4,4,4,5,5,5,5,1,2,5,5,5,4.14,Satisfied
126801,Male,31,2,4,3,2,2,5,3,4,5,4,4,4,2,5,3.50,Neutral
53328,Female,40,3,3,1,3,3,1,1,4,2,4,4,4,3,5,2.93,Neutral
5188,Female,51,1,4,4,1,1,5,5,5,5,5,3,5,1,5,3.57,Neutral
107495,Male,25,5,2,4,5,5,4,1,2,3,2,2,2,2,4,3.07,Neutral
99615,Male,39,4,4,3,4,4,2,2,5,2,5,5,2,4,2,3.43,Neutral
6226,Male,26,5,5,5,5,2,5,3,3,4,3,3,3,5,5,4.00,Satisfied
119320,Female,70,2,3,4,1,2,5,4,3,2,2,3,4,2,4,2.93,Neutral
28057,Male,17,4,1,1,4,3,3,3,1,3,1,4,5,4,3,2.86,Neutral
70070,Female,38,3,5,4,5,4,4,4,4,3,3,3,4,3,4,3.79,Neutral
26317,Female,41,2,5,4,5,3,5,5,5,2,3,5,5,2,5,4.00,Satisfied
49857,Male,41,1,3,2,1,1,4,4,5,4,4,5,4,1,4,3.07,Neutral
129823,Male,35,2,2,4,5,5,4,3,2,2,2,2,2,2,5,3.00,Neutral
106140,Male,43,5,3,1,5,5,4,4,3,1,3,3,3,3,4,3.36,Neutral
75111,Female,29,3,3,3,3,4,3,5,2,5,2,2,2,3,4,3.14,Neutral
51266,Female,46,2,4,2,2,2,3,3,3,3,4,4,3,3,3,2.93,Neutral
83044,Male,40,1,4,3,1,1,3,2,3,4,3,3,3,3,3,2.64,Neutral
18309,Male,36,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.93,Satisfied
19368,Male,42,4,4,4,4,4,2,3,4,5,4,4,4,4,1,3.64,Neutral
90182,Female,29,1,1,4,2,3,3,1,1,3,1,1,1,1,4,1.93,Dissatisfied
32271,Female,37,4,2,2,4,4,3,3,2,5,2,2,2,2,2,2.79,Neutral
80416,Male,43,1,4,3,1,1,4,4,5,4,5,3,4,1,4,3.14,Neutral
32510,Female,38,4,1,2,5,4,5,5,5,5,2,2,5,4,5,3.86,Neutral
61482,Female,25,1,4,4,1,1,3,5,5,4,5,5,5,1,4,3.43,Neutral
44046,Female,51,4,4,3,5,1,2,2,4,4,3,4,2,4,2,3.14,Neutral
39049,Male,31,0,0,2,0,4,2,2,3,5,3,3,3,0,4,2.21,Neutral
46571,Female,38,2,5,2,2,2,1,5,5,5,5,5,5,5,1,3.57,Neutral
83469,Male,49,2,5,5,2,2,4,3,5,5,5,5,4,2,5,3.86,Neutral
99491,Male,67,4,4,3,4,1,3,3,1,4,1,1,1,4,4,2.71,Neutral
112630,Male,56,3,4,5,3,3,5,5,4,5,4,3,5,3,5,4.07,Satisfied
127308,Female,50,1,3,5,1,1,5,5,4,5,4,2,5,1,5,3.36,Neutral
112700,Female,27,4,4,2,4,4,4,3,4,3,4,4,4,4,4,3.71,Neutral
4263,Male,27,1,1,4,4,4,3,3,5,5,5,5,5,1,3,3.50,Neutral
59185,Female,47,5,4,4,5,5,4,4,5,4,3,5,4,5,4,4.36,Satisfied
37324,Female,64,5,5,3,5,2,2,5,1,2,1,1,1,5,1,2.79,Neutral
86282,Male,68,2,2,1,3,2,3,4,5,5,1,1,1,2,2,2.43,Neutral
42126,Male,41,3,3,1,5,5,4,2,3,1,3,3,3,4,4,3.14,Neutral
8509,Male,31,5,2,4,5,5,4,3,2,3,2,2,2,2,3,3.14,Neutral
126424,Female,44,2,3,2,2,4,3,4,4,1,4,4,4,3,4,3.14,Neutral
26456,Male,29,2,4,2,2,2,3,1,4,1,4,4,4,4,3,2.86,Neutral
45645,Male,34,2,2,4,4,3,4,5,4,5,4,4,4,2,5,3.71,Neutral
39683,Female,53,5,3,1,3,3,3,3,3,5,4,4,3,4,3,3.36,Neutral
9955,Male,22,1,1,1,1,1,2,4,1,3,1,1,1,1,3,1.57,Dissatisfied
69147,Female,25,2,2,5,5,2,3,4,4,5,4,4,4,2,5,3.64,Neutral
113065,Male,56,5,4,1,3,3,3,3,3,3,2,4,3,3,3,3.07,Neutral
68722,Male,49,2,5,4,2,2,5,5,4,5,3,5,5,2,5,3.86,Neutral
124125,Female,51,1,4,1,1,1,3,5,3,5,2,3,5,1,5,2.86,Neutral
9798,Male,33,3,3,5,4,4,4,4,3,2,3,3,3,3,4,3.43,Neutral
29252,Female,29,2,2,4,2,3,4,2,1,5,1,1,1,3,4,2.50,Neutral
4676,Female,36,2,2,2,0,2,2,5,5,1,3,3,3,2,2,2.43,Neutral
54633,Male,55,4,3,2,3,3,4,2,3,2,3,3,3,3,4,3.00,Neutral
101098,Female,36,1,4,3,2,2,2,2,5,2,3,5,2,2,2,2.64,Neutral
24887,Female,56,4,3,1,4,4,4,4,4,4,4,3,4,4,4,3.64,Neutral
117521,Female,56,2,5,4,2,2,3,3,5,3,3,4,3,2,3,3.14,Neutral
50523,Female,49,2,5,4,5,2,3,3,5,2,3,2,3,2,3,3.14,Neutral
1560,Female,52,1,5,5,1,1,5,5,5,5,3,2,5,1,5,3.50,Neutral
324,Male,21,4,4,4,0,2,4,5,5,3,5,5,5,4,4,3.86,Neutral
127069,Female,64,3,3,3,5,3,3,3,3,3,4,3,3,3,3,3.21,Neutral
58666,Male,23,1,4,4,1,1,3,3,3,1,4,4,4,4,3,2.86,Neutral
